index,date,region,hotel,review_positive,tag1,tag2,tag3
34653,2021-05-01,제주도,골드원 호텔&스위트,넓은 방과 편안한 침대,룸컨디션(가구 / 시설),,
34654,2021-05-01,제주도,골드원 호텔&스위트,👍,all,,
34655,2021-04-01,제주도,골드원 호텔&스위트,얼마전 갔다온 부산 파크하얏트엔 없는 내부스파+뒤떨어지지않은 객실내 시설이라 가성비가 매우 뛰어났습니다. 여름휴가도 여기서 계획예정임,룸컨디션(가구 / 시설),"부대시설 (수영장, 사우나)",
34656,2021-04-01,제주도,골드원 호텔&스위트,다 좋았는데 산?속 근처인가 무튼 벌레가 너무 많았어요 자연보러 왔으니 그러려니했습니다~! 체크아웃할땐 매니저님? 담당자님께서 너무 친절하게 잘 대해주셨습니다. (5/18일 CO 505호)  따로 칭송레터 못드렸네요. 후기 보시겠지만 그분 성함 꼭 올려주세요^__^ 즐거운 제주도에서 하룻밤이였네요,친절 / 서비스,,
34657,2021-04-01,제주도,골드원 호텔&스위트,위치 + 직원분들 친절 + 깨끗 +,"위치 (산, 해변, 볼거리와 가까움)",친절 / 서비스,청결
34658,2021-04-01,제주도,골드원 호텔&스위트,자쿠지 있어서 편했어요~! 시간상 수영장 이용은 못했는데 담엔 이용하고 싶어요.,"부대시설 (수영장, 사우나)",,
34659,2021-03-01,제주도,골드원 호텔&스위트,직원분들이 친절했고 이벤트를 많이 하고있어서 좋았습니다.,친절 / 서비스,친절 / 서비스,
34660,2021-02-01,제주도,골드원 호텔&스위트,엔틱한 느낌의 룸으로 디자인하신거 같은데 깨끗하고 상태가 좋았습니다. 실내 욕조는 뷰. 성능 모두 만족스럽습니다. 침대도 정말 편해서 숙면했습니다.,청결,룸컨디션(가구 / 시설),"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)"
34662,2020-12-01,제주도,골드원 호텔&스위트,4성급치고 고급스러운 소재로 엔틱하게 꾸며놓은 것들이 고급져보였음.,룸컨디션(가구 / 시설),,
34663,2020-10-01,제주도,골드원 호텔&스위트,"10월이라 아직 난방가동을 안할 때 갔는데 마침 그때 도착한 날이 이상기온으로 기온이 급강하해서 호텔측에 난방을 요청했더니, 아직 난방 시스템을 가동하려면 시간이 필요해서 난방은 안되고 대신 전기히터를 준비해 주겠다 하더니 바로 다음날 하이마트에 가서 전기히터를 구입해서 저희방에 가져다 주었습니다.  아직 난방 시즌이 아니다 하고 무시할 줄 알았는데 저희 때문에 일부러 하이마트에 가서 새로 히터를 사갖고 와주신것에 대해 완전 감동 했습니다. 감사해요!! 골드원호텔&스위트 번창하세요~~",친절 / 서비스,,
34664,2020-11-01,제주도,골드원 호텔&스위트,시설 다 좋구 서비스좋구 뷰도 좋았어용^^ 4성급인데 체감상은 5성급 같았음!!,룸컨디션(가구 / 시설),,
34665,2020-09-01,제주도,골드원 호텔&스위트,스파 좋았어요,"부대시설 (수영장, 사우나)",,
34666,2020-09-01,제주도,골드원 호텔&스위트,깔끔한 룸컨디션  온수풀 친절한 직원,"부대시설 (수영장, 사우나)",친절 / 서비스,
34667,2020-08-01,제주도,골드원 호텔&스위트,"코로나라서 조식은 따로 신청하지 않았어요. 위치는 편의시설과는 약간 떨어져 있지만 조용하고 바다가 바로 보이는 객실이었고, 인피니티풀과 자쿠지도 작지만 있어서 좋았어요. 방마다 제트스파 욕조가 있어서 바다 보면서 거품목욕 하기 좋구요 :) 베란다도 있고 소파도 있어서 브랜드 호텔만 아닐 뿐이지 정말 딱 필요한 것만 있어서 좋았습니다.","부대시설 (수영장, 사우나)",조용함,
34668,2020-08-01,제주도,골드원 호텔&스위트,신상호텔답게 깨끗하고 무엇보다 객실이 넓어요. 거리는 멀지만 전객실 시뷰인거같고. bathtub 퀄리티도 좋습니다. 수영장도 사람 많지 않고 관리잘되어 있었어요.,청결,"부대시설 (수영장, 사우나)",
34669,2020-08-01,제주도,골드원 호텔&스위트,"전반적으로 깔끔하고 조용했어요. 위치도 다른 관광지랑 멀지 않아서 불편함이 없었고, 특히 올레길이랑 이어지는 산책로가 한적하고 좋았어요. 다른 후기에 낮은 층은 바다가 하나도 안 보인다고 해서 좀 걱정했는데 다행히 3층은 잘 보이는 편이었습니다. 직원분들도 친절하시고 필요한 물품은 바로 가져다 주셨어요.",all,조용함,"부대시설 (수영장, 사우나)"
34670,2020-06-01,제주도,골드원 호텔&스위트,비가 와서 풀장은 이용하지 못했지만 뷰도 좋고 객실도 청결했습니다. 직원분들도 친절히 안내해주셨어요~  다음에도 또 방문하고 싶습니다~,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",청결,친절 / 서비스
34671,2020-07-01,제주도,골드원 호텔&스위트,"방이 매우 깔끔하고 침대도 편안합니다. 필요한 물품도 잘 구비되어 있고, 주차장도 넓습니다!",청결,룸컨디션(가구 / 시설),"부대시설 (수영장, 사우나)"
34672,2020-06-01,제주도,골드원 호텔&스위트,"범섬이 보이는 뷰가 좋았고, 옥상테라스가 좋았습니다. 아이들과 놀기에 좋은 수영장도 좋았습니다.","뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)","부대시설 (수영장, 사우나)",
34673,2020-06-01,제주도,골드원 호텔&스위트,호텔 근처 가볍게 산책도 할수 있고 조용해서 좋았어요! 오션뷰도 멋졌습니다.,"부대시설 (수영장, 사우나)","뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",조용함
34674,2020-06-01,제주도,골드원 호텔&스위트,침구가 편하고 좋아서 꿀잠~ 욕조시설도 굳굳 1박시 조식제공되는데 부페식이 아니라 객실로 올려주셔서 더 좋았어요. 요즘 부페식은 꺼려져서...,룸컨디션(가구 / 시설),화장실,"식사 (조식, 석식, 룸서비스)"
34675,2020-06-01,제주도,골드원 호텔&스위트,"핵심 하드웨어에 힘을 빡!!준 호텔! 객실 컨디션은 제주 최고수준이라 해도 무방하다. 신라 롯데 신화메리엇 모두랑 비교해도^^ 자쿠지가 룸안에 있지만 독립된 공간이란 점, 환기가 좋아 습기가 빨리 가신단 점이 인상적이었다. 저 멀리 보이는 범섬뷰가 좋은데, 산책로인 올레 8길을 따라 꼭 내려가 보시길. 정글로를 지나면 호젓하고 근사한 카페를 만날수 있다. 수영장 온수 역시 매우 뜨끈해서 마치 벳부 유명호텔의 온천수영장에 온 느낌이었다.",룸컨디션(가구 / 시설),"부대시설 (수영장, 사우나)",
34676,2020-05-01,제주도,골드원 호텔&스위트,코로나때문인지 손님이 별로없어서 좋았음. 수영장 독식 가능.,"부대시설 (수영장, 사우나)",,
34677,2022-01-01,제주도,골드원 호텔&스위트,위치 조식 수영장 자쿠지 등등,"위치 (산, 해변, 볼거리와 가까움)","식사 (조식, 석식, 룸서비스)","부대시설 (수영장, 사우나)"
34678,2021-12-01,제주도,골드원 호텔&스위트,저만 알고싶은 호텔이라 후기 남길까 고민했는데 호텔에 사람들이 많이와야 지금처럼 유지/관리가 잘될듯 하여 남깁니다.  체크인 하루전 전화주신 친절한 직원분들/가성비 좋은 조식 (빵류밥류 다 갖춰져있어 아기 아침먹이기도 좋았네요)/젖병소독기 침대 보호대 다 갖취져 있었고 무엇보다 인피니티풀 경관이 좋았어요.제주도 다른 인피니티풀은 나무로만 쌓인곳 많았는데 바다가 보이고 온수풀도 온천처럼 따뜻해서 12윌에도 아기랑 놀기 좋았습니다. (타호텔은 온수풀이 33도 수준이라 추웠는데 여긴 진짜 온천수준) 풀사이드에 유리로된 공간이 있고 안에 히터도 있어서 온수풀서 놀다가 나와서 옷입을때도 좋구요. 저녁에 여행지 돌아보고 늦게 체크인했는데 play room이 12시까지 열려있어 잠깐 탁구치고 애기랑 놀기 좋았습니다. 시설 하나하나가 크고 세련되지는 않았는데 필요한 것은 다 갖춰져있고 정감가는 느낌이에요. 레노베이션 했는지 카펫 커텐 욕조 다 깨끗했구요. 킹사이즈 베드 푹신하고 깨끗하고 너무 좋았습니다. 하이라이트는 스파시설 이었어요. 바다 내려다 보면서 욕조에 몸 담그고 있으니 피로가 싹 풀렸습니다. 180센치 남자도 무릎살짝 구부리면 쑥 들어갈 크기 입니다. 욕실하고 스파시설 실리콘 마무리 잘되어서 습기도 잘막아주고요. (스파펜션 같은데 가면 유리벽 시설 마무리가 살짝 아쉽잖아요. 그런게 없습니다) 다음날 아침에 시크릿가든 산책하는데 바닷길부터 양옆으로 귤밭까지 경관이 정말 좋았어요. 내년봄에 부모님 모시고 다시 오려합니다. 나름 새 호텔 가는거 즐기는 타입인데 가족여행으로 이만한데 없네요. 타 4성 호텔대비 가성비도 좋구요. 꼭 또 방문할게요.,all,친절 / 서비스,가족
34679,2021-11-01,제주도,골드원 호텔&스위트,"호텔도 깔끔하고, 뒷편의 시크릿 가든 산책길이 너무 좋았어요.  조식에 쉐프의 스테이크와 직접 구울 수 있는 따끈한 와플까지 맛있었구요. 저녁에 룸서비스로 먹은 피자와 새우볶음밥도 맛있었습니다 ~ 1박만 한게 아쉬웠네요.","부대시설 (수영장, 사우나)","식사 (조식, 석식, 룸서비스)",친절 / 서비스
34680,2021-06-01,제주도,골드원 호텔&스위트,"아침 새소리, 조식 미역국, 수시로 이용한 수영장, 특히 해질 무렵 또는 달,별,불켜진 어선을 보면서 즐기는 수영, 등이 기억에 남네요.","식사 (조식, 석식, 룸서비스)","부대시설 (수영장, 사우나)",
34681,2021-06-01,제주도,골드원 호텔&스위트,"룸 카페트 때문에 사진이 촌스러워 보여서 그렇지 실제로 가서 보시면 굉장히 깨끗하고 또 고급스러워요! 저렴한 가격은 아니었지만 평소 숙소 청결도나 시설을 중요하게 생각해서 선택했는데요. 위치도 나쁘지 않고 바로 근처에 편의점도 있어서 필요한건 구매가능합니다. 숙소에 수영장도 있어서 코로나 아니면 이용하고 싶더라구요(이용 가능하지만 개인적으로 걱정되어서 이용하지 않았어요:) 조식도 신청해서 먹었는데 조식 준비해주시는 분들이 너무 친절하셨어요. 전반적으로 직원분들 다 친절하세요. 침대가 특히 사이즈가 컸고 객실 내부 욕조도 좋고 방음도 잘되어요, 추천합니다!",룸컨디션(가구 / 시설),인근시설(편의점 / 마트 / 시장),"식사 (조식, 석식, 룸서비스)"
34682,2021-06-01,제주도,골드원 호텔&스위트,깨끗하고 조용하고 바다보이는 숙소 강추,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",청결,조용함
34683,2021-06-01,제주도,골드원 호텔&스위트,수영장과 시크릿가든이라는 산책로가 좋았어요,"부대시설 (수영장, 사우나)",,
34684,2021-05-01,제주도,골드원 호텔&스위트,주변에 산책로가 좋았고 조식도 맛있었습니다,"부대시설 (수영장, 사우나)","식사 (조식, 석식, 룸서비스)",
34685,2021-05-01,제주도,골드원 호텔&스위트,모든것이 마음에 들었어요,all,,
34686,2021-04-01,제주도,골드원 호텔&스위트,우선 직원분이 친절하셨어요. 체크인 할때도 설명 잘해주시고 풀장 이용시 비치타월을 제공해주시는데 횟수 상관없이 풀장 이용 할때마다 제공해주셨어요. 저층이였음에도 객실에서의 바다와 범섬 뷰도 예뻤고 온수풀의 온도도 따뜻해서 너무 좋았어요. 객실 내에 수건이 넉넉하게 준비되어 있었고 침대도 푹신해서 편안하게 숙면을 했네요.,친절 / 서비스,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",all
34687,2021-04-01,제주도,골드원 호텔&스위트,사진보다 더 나은 예쁜 럭셔리호텔에 놀랐습니다. 방에 들어와보니 고급가구에 클래식한 디자인으로 잘 꾸며져있고 푹신하고 넓은 침대덕에 꿀잠을 잤네요. 무엇보다도 온수풀에서 보는 경관은 황홀 그자체!!! 시크릿가든을 거쳐 해변가 산책길은 해외에 온 기분을 흠뻑 느낄수 있어서 강추입니다. 올레7길로 더 나아가니 해변절경이 펼쳐져서 하루힐링코스로 최고였습니다. 직원들도 정~말 친절하시고 조식도 맛있고..재방문 의사 10000%임!!!,all,재방문의사,룸컨디션(가구 / 시설)
34688,2021-04-01,제주도,골드원 호텔&스위트,"옷을 깜빡하고 두고 나왔는데, 잘 챙겨주셔서 감사했습니다! 뷰는 좋아요~!",친절 / 서비스,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",
34690,2021-04-01,제주도,골드원 호텔&스위트,넓은바다가 보인다는 점,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",,
34691,2020-12-01,제주도,골드원 호텔&스위트,온수풀도 커플이 가서 즐기기 좋구 객실에 스파욕조가 따로 있어서 좋았습니다.,"부대시설 (수영장, 사우나)",,
34692,2020-11-01,제주도,골드원 호텔&스위트,따끈한 온수풀. 아침 일찍부터 관리하시는분이 온도체크며 시설관리등등 가본곳 중 수영장 관리가 젤 잘 되는곳으로 보였습니다.,"부대시설 (수영장, 사우나)",,
34693,2020-10-01,제주도,골드원 호텔&스위트,바다가전망,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",,
34694,2020-10-01,제주도,골드원 호텔&스위트,객실은 생각보다 넓고 쾌적했어요. 발코니에서 바다가 보이는 전망도 좋고 월풀도 잘 사용했습니다. 생각보다 수영장이 작았지만 사용시설은 좋았고. 직원분들도 친절했습니다.,룸컨디션(가구 / 시설),"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)","부대시설 (수영장, 사우나)"
34695,2020-09-01,제주도,골드원 호텔&스위트,친절하고 깨끗한 시설! 온수풀장도 룸 내 스파도 너무 좋았고 방으로 가져다주신 조식도 너무 꿀맛이였어요♡ 또 갈가예요^^ 엄마랑 둘이 갔는데 만족만족.,친절 / 서비스,재방문의사,"부대시설 (수영장, 사우나)"
34696,2020-09-01,제주도,골드원 호텔&스위트,따로 조식은 신청하지못했지만 다음 방문때는 꼭 신청해보려고요~ 아이들이 모닝수영도 하고 너무 잘지내고 왔어요! 직원분들도 친절하시고 시내에 위치해있어서 이동하기도 좋았어요,재방문의사,가족,교통 / 접근성
34697,2020-09-01,제주도,골드원 호텔&스위트,시설이깨끗함,룸컨디션(가구 / 시설),,
34698,2020-08-01,제주도,골드원 호텔&스위트,방이 넓고 마사지풀 있음 밖에 수영장 있는데 온수풀은 조그마한 것 하나 나머지는 따뜻하지는 않은 물의 수영장임,룸컨디션(가구 / 시설),"부대시설 (수영장, 사우나)",
34699,2020-08-01,제주도,골드원 호텔&스위트,"숙소 컨디션, 디자인, 수영장 등 너무 좋았습니다! 또 가고 싶은 곳이에요.",룸컨디션(가구 / 시설),"부대시설 (수영장, 사우나)",재방문의사
34701,2020-08-01,제주도,골드원 호텔&스위트,"위치, 방, 수영장, 직원 모두 좋습니다.",all,,
34702,2020-08-01,제주도,골드원 호텔&스위트,"아이가 있는 가족이 머물기에 강추합니다. 1. 수영장이 너무 맘에 들었어요. 여름이어도 아이들은 온수풀이 필요한데 메인풀은 수영하기 딱좋고, 유아풀은 살짝 시원하고 그 옆에 스파는 뜨끈해서 왔다갔다 하면서 무한 놀기 가능. 메인풀 깊이가 점점 깊어지는 식이라 (제일깊은곳이 1.2m) 발닿는곳부터 동동떠있을 수 있는곳까지 돌아다니면서 잘 놀았어요. 2. 패밀리룸은 더블+싱글 침대가 있고, 누울정도로 넓은 소파도 있어서 성인3명 +아이 1명이 편히잤어요. 침대에 민감한 편인데 적당히 푹신하고 잘잤어요. 바닥은 마루라서 아이가 돌아다니는데도 안심이었어요. 창가에 위치한 욕조도 프라이버시도 지켜주고 널찍해서 좋았습니다. 3. 기본적으로 직원들이 아주 친절해서 좋았습니다. 침대 가드도 요청드리니 바로 설치해주셨고요, 머무는내내 기분좋게 대해주셨어요. 가성비 너무좋은 호텔이라 다음에 또 묵고싶어요.",가족,all,"부대시설 (수영장, 사우나)"
34703,2020-08-01,제주도,골드원 호텔&스위트,"방 깨끗하고, 침대 편안하고, 방 안에 욕조도 좋고, 방 전망도 좋고, 수영장도 좋았고, 직원분들도 친절하시고...모두 모두 좋았습니다! 또 방문 하고싶은 호텔이에요. 덕분에 즐거운 휴가 보내고 왔어요. ^^",룸컨디션(가구 / 시설),,
34704,2020-07-01,제주도,골드원 호텔&스위트,위치 서귀포에 위치하여 너무좋고 코로나때믄에 조식을 룸서비스로 해주니 너무너무 좋았어요 인터넷 후기는 안좋다는게 조금 있어서 아 망했구나 하고 갔는데 왠걸 후기와는 다르게 너무 좋았어요 지인에게도 추천하고싶은 숙소입니다 !!!!,"식사 (조식, 석식, 룸서비스)",재방문의사,
34706,2021-04-01,제주도,골드원 호텔&스위트,"방이 쾌적했고 테라스와 자쿠지에서의 전망이 평화롭고 좋았습니다. 등산다녀와서 수건이 하나 더 필요했는데 빠르게 응대해주셨고, 밤에는 너무 어둡긴하지만 주변에 잠깐 속골쪽으로 산책하러 가기에도 좋았고 건너편에 편의점이 있었습니다. 방음, 수압, 청결도는 충분했고 침대가 넓어 아주 편했습니다.",룸컨디션(가구 / 시설),친절 / 서비스,인근시설(편의점 / 마트 / 시장)
34707,2020-11-01,제주도,골드원 호텔&스위트,깨끗함 . 아늑함. 부대시설 모두 만족스러움,all,,
34708,2020-10-01,제주도,골드원 호텔&스위트,온수풀과 오션뷰가 좋았습니다.,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)","부대시설 (수영장, 사우나)",
34709,2020-08-01,제주도,골드원 호텔&스위트,위치 좋음.  뷰도 너무 좋음! 정말 멋짐. 이런 면은 전체적으로 만족,"위치 (산, 해변, 볼거리와 가까움)","뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",all
34710,2020-07-01,제주도,골드원 호텔&스위트,가격대비 좋았어요. 방에서 바라보는 뷰가 이뻤고 직원분들의 친절도가 엄청 높았습니다. 장마기간이 길어서 물에 들어가기엔 추웠는데 온수풀이라 열심히 수영하고 왔습니다.,친절 / 서비스,"부대시설 (수영장, 사우나)","뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)"
34711,2020-07-01,제주도,골드원 호텔&스위트,"다시 오고싶은 숙소에요!! 자쿠지, 침대매트리스, 조식, 직원친절도, 야외 수영장 & 바 등등 넘 훌륭합니다!!!",재방문의사,"부대시설 (수영장, 사우나)",룸컨디션(가구 / 시설)
34712,2021-11-01,제주도,호텔 앨리스 앤 트렁크,정말 깨끗하고 특히  직원분들의 친철함에  너무 편하게 있다가 왔습니다 공항과도 버스로 15분 거리,청결,친절 / 서비스,교통 / 접근성
34713,2022-02-01,제주도,호텔 앨리스 앤 트렁크,"스위트룸 이용했는데, 룸, 욕실 모두 2개라 4인 가족이 이용하기에 아주 좋습니다. 공간이 넓어서 만족스럽습니다.",가족,룸컨디션(가구 / 시설),
34714,2022-01-01,제주도,호텔 앨리스 앤 트렁크,위치가 좋아요,"위치 (산, 해변, 볼거리와 가까움)",,
34715,2022-01-01,제주도,호텔 앨리스 앤 트렁크,제주 시내 연동으로 위치가 좋았고 직원들이 매우 친절하였음. 시설도 깔끔하고 주차도 편리함.,"위치 (산, 해변, 볼거리와 가까움)",룸컨디션(가구 / 시설),"부대시설 (수영장, 사우나)"
34716,2021-10-01,제주도,호텔 앨리스 앤 트렁크,가격대비 좋은곳입니다,가성비,,
34717,2021-08-01,제주도,호텔 앨리스 앤 트렁크,위치는 호텔들 모여있는 곳이라 말할것이 없고 객실이 깔끔하고 모던한 느낌 뿜뿜이라 넘 좋았어요 부티크 호텔이라 해도 제주라 기대안했는데  꽤 만족스러운 가격과 인테리어 였어요 . 루프탑 바 이용은 못하고 들리기만 했는데 분위기 너무 좋고 야경 굿!  술만 마시러 갈만해여,"위치 (산, 해변, 볼거리와 가까움)",룸컨디션(가구 / 시설),루프탑
34718,2021-06-01,제주도,호텔 앨리스 앤 트렁크,"위치는 제주 공항 근처라 위쪽에서 놀기에 좋았어요. 다만 처음에 배정받아 준 방이 너무 꿉꿉하고 냄새가 심해서 놀랬는데, 말씀 드리니까 바로 다른 방으로 바꿔주셨고 바꾼 방은 괜찮더라구요. 청결도 깨끗해요","위치 (산, 해변, 볼거리와 가까움)",청결,친절 / 서비스
34719,2021-04-01,제주도,호텔 앨리스 앤 트렁크,위치가 좋아 연동먹거리거리와 가깝습니다. 한라산을 오르는게 목적이어서 택시를타고 가기에 좋았습니다. 침대도 편했습니다. 주차장이 바로 옆 지상에 있어 지하에 있는 것 보다 편했습니다.,"위치 (산, 해변, 볼거리와 가까움)",룸컨디션(가구 / 시설),"부대시설 (수영장, 사우나)"
34720,2021-05-01,제주도,호텔 앨리스 앤 트렁크,"청결하고 세련된 구조, 세면도구 무료제공",룸컨디션(가구 / 시설),청결,
34721,2021-03-01,제주도,호텔 앨리스 앤 트렁크,위치도 좋았고 가성비대비 청결 편안함 만족스러웠어요,"위치 (산, 해변, 볼거리와 가까움)",가성비,청결
34722,2021-02-01,제주도,호텔 앨리스 앤 트렁크,주차장 좋아요,"부대시설 (수영장, 사우나)",,
34723,2021-02-01,제주도,호텔 앨리스 앤 트렁크,침대사이즈가 워낙커서 편하게 잘 잤어요 프론트 직원분들 주차 관리 직원분 모두 친절하셨습니다 공항근처에서 1박 하기에 아주 좋았습니다,룸컨디션(가구 / 시설),친절 / 서비스,
34724,2021-01-01,제주도,호텔 앨리스 앤 트렁크,공항 근처 1박용~ 생각보다 깔끔하고 깨끗하고 캐리어 펼치기도 좋았습니다.,룸컨디션(가구 / 시설),"위치 (산, 해변, 볼거리와 가까움)",
34725,2020-11-01,제주도,호텔 앨리스 앤 트렁크,공항근거리. 청결. 친절함,교통 / 접근성,청결,친절 / 서비스
34726,2020-08-01,제주도,호텔 앨리스 앤 트렁크,디자인 호텔처럼 내부와 비치된 용품들이 괜찮았다.,룸컨디션(가구 / 시설),,
34727,2020-07-01,제주도,호텔 앨리스 앤 트렁크,"오픈한지 오래지않아 시설이 전반적으로 깨끗했고 가구, 욕실, 마감재 등 인테리어 전반이 새것처럼 잘 유지관리되어 있었습니다. 직원들도 친절하고 호텔의 위치가 시내중심가에 위치하여 매우 편리했습니다.",청결,"위치 (산, 해변, 볼거리와 가까움)",친절 / 서비스
34728,2020-08-01,제주도,호텔 앨리스 앤 트렁크,"일단 가성비가 매우 좋았습니다. 친구랑 트윈룸 사용했는데 불편함이 없었습니다, 서비스로 준 페이스팩도 잘 사용했습니다.",가성비,친절 / 서비스,
34729,2020-07-01,제주도,호텔 앨리스 앤 트렁크,어메니티가 넘 좋네요! 그리고 웰컴팩이라고 귤팩도 주셨어요!! 16층 루프탑에서 스파이용하는거 무료로 이용할수 있던것도 너무 좋았습니다!! 침구가 너무 푹신푹신해서 잠도 꿀잠 잤어요!! 드라이기도 좋고ㅋㅋ사진이랑 똑같았어요! 전체적으로 깔끔했어요 커피도 준비가 잘 되어있어서 너무 만족이에요!!,친절 / 서비스,루프탑,all
34730,2020-06-01,제주도,호텔 앨리스 앤 트렁크,조용하고 시설도 깨끗하고 직원들의 친절한 응대도 좋았습니다.,친절 / 서비스,룸컨디션(가구 / 시설),조용함
34731,2020-05-01,제주도,호텔 앨리스 앤 트렁크,위치가 좋고 전반적으로 깨끗하고 인테리어가 이쁨.직원들이 친절하고 주차하기 편안함,"위치 (산, 해변, 볼거리와 가까움)","부대시설 (수영장, 사우나)",룸컨디션(가구 / 시설)
34732,2022-02-01,제주도,호텔 앨리스 앤 트렁크,깔끔하고 좋음. 재 방문의사 있음.,재방문의사,룸컨디션(가구 / 시설),
34733,2022-01-01,제주도,호텔 앨리스 앤 트렁크,깔끔해요,룸컨디션(가구 / 시설),,
34734,2022-01-01,제주도,호텔 앨리스 앤 트렁크,친절한 응대가 맘에 들었습니다!!! 위치도 시내라 공항과 가깝고 이동하기 좋아서 좋았어요~ 방역도 꼼꼼하게 하셔서 좋았어요.,친절 / 서비스,교통 / 접근성,
34735,2021-12-01,제주도,호텔 앨리스 앤 트렁크,침구가 아주 편안합니다,룸컨디션(가구 / 시설),,
34736,2021-12-01,제주도,호텔 앨리스 앤 트렁크,방이 편안합니다.,룸컨디션(가구 / 시설),,
34737,2021-12-01,제주도,호텔 앨리스 앤 트렁크,"생각보다 객실이 넓어서 놀랐고, 침대는 말 할 것도 없이 편안했습니다!(시몬스:-)) 깨끗하고 넓고 조용한 객실에 친절한 직원분들, 그리고 너무나도 좋은 위치!(공항과 10분거리,주변 맛집과 관광지 모두 가기 편한 곳) 전부다 만족스럽게 잘 이용했습니다. 다음에도 또 이용할거예요!",룸컨디션(가구 / 시설),"위치 (산, 해변, 볼거리와 가까움)",all
34738,2021-11-01,제주도,호텔 앨리스 앤 트렁크,쇼파. 티비. 침대는 편안했음,룸컨디션(가구 / 시설),,
34739,2020-10-01,제주도,호텔 앨리스 앤 트렁크,시내에 있고 직원들이 친절했어요,"위치 (산, 해변, 볼거리와 가까움)",친절 / 서비스,
34740,2020-08-01,제주도,호텔 앨리스 앤 트렁크,편안한 룸 컨디션,룸컨디션(가구 / 시설),,
34741,2020-08-01,제주도,호텔 앨리스 앤 트렁크,위치가공항이랑가까워좋습니다,교통 / 접근성,,
34742,2020-04-01,제주도,호텔 앨리스 앤 트렁크,제주시를 갈땐 연동에서 묵는데 위치 좋아요. 시설이나 비품도 좋고 직원 응대도 매우 좋아요.,"위치 (산, 해변, 볼거리와 가까움)",룸컨디션(가구 / 시설),
34743,2021-12-01,제주도,호텔 앨리스 앤 트렁크,진짜 깨끗하고 예뻐요 ㅎㅎ 직원분들이 친절하시고(5성급 호텔의 친절함 수준이에요) 좋은 위치에 주차가 편리해서 좋았어요,룸컨디션(가구 / 시설),"부대시설 (수영장, 사우나)",친절 / 서비스
34744,2021-10-01,제주도,호텔 앨리스 앤 트렁크,교통편리. 가성비. 편안한 침구,교통 / 접근성,가성비,룸컨디션(가구 / 시설)
34745,2021-02-01,제주도,호텔 앨리스 앤 트렁크,깨끗하고 깔끔해요,룸컨디션(가구 / 시설),청결,
34746,2020-11-01,제주도,호텔 앨리스 앤 트렁크,완벽한위치/좋은침대와침구/쓸만한 어메니티/가성비짱짱 퀄리티높은 수건과 비품들/,"위치 (산, 해변, 볼거리와 가까움)",가성비,룸컨디션(가구 / 시설)
34747,2020-10-01,제주도,호텔 앨리스 앤 트렁크,직원분이 정말 정말 친절하세요 근처 갤러리카페 너무 좋았고 매트리스랑 침구가 좋아서 꿀잠잤어요 가성비 최고입니다.,친절 / 서비스,가성비,룸컨디션(가구 / 시설)
34748,2020-08-01,제주도,호텔 앨리스 앤 트렁크,"룸 컨디션 좋고, 깨끗함 직원분들이 매우 친절하셨음 오픈행사? 16층 스파 바 이용이 무료였음 침구가 편함! 어매니티, 웰컴 음료(티백), 마스크팩 제공 굿 가성비 매우좋음 재방문의사 있음 주차장 넓음",룸컨디션(가구 / 시설),가성비,all
34749,2021-06-01,제주도,라마다 제주시티호텔,"공항이랑 가까웠고, 주변에 편의시설도 많아서 좋았어요!! 출장차 묵었는데 방음도 잘되고 업무하기 좋은 테이블도 있고 룸도 넓고 큰 창문 덕분에 룸이 답답해보이지도 않았어요! 룸 상태, 화장실 다 깨끗하고, 에어컨도 잘 됩니다~ 수하물 보관함 이용도 했어요 그냥 다 만족합니다!",인근시설(편의점 / 마트 / 시장),룸컨디션(가구 / 시설),all
34750,2022-02-01,제주도,라마다 제주시티호텔,룸이 넓고 아늑해서 좋았어요,룸컨디션(가구 / 시설),,
34752,2022-02-01,제주도,라마다 제주시티호텔,"침대가 편했어요. 화장실이 깨끗하고, 타올 뽀송하고,  호텔앞에 버스정류장 있어요.",룸컨디션(가구 / 시설),화장실,교통 / 접근성
34753,2022-01-01,제주도,라마다 제주시티호텔,위치가 참 좋고 조식이 가격 대비 먹을만해요!,"위치 (산, 해변, 볼거리와 가까움)","식사 (조식, 석식, 룸서비스)",
34754,2022-01-01,제주도,라마다 제주시티호텔,깨끗하고 친절하고 좋았어요,룸컨디션(가구 / 시설),친절 / 서비스,
